Provider Group Level based on AandE Type 1,Provider Code,Metrices Type,Metric,Label,SD away from Hospital Average,SD away from National Average
Bet Bottom & Top,RLT,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.79,-0.9
Bet Bottom & Top,RHQ,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.32,1.72
Bet Bottom & Top,RJC,Daily,Daily_Average_Staff_Absence,D1,-1.43,-0.79
Bet Bottom & Top,RJC,Daily,Arriving_by_ambulance,D2,-1.31,-1.16
Bet Bottom & Top,RJC,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.82,-0.64
Bet Bottom & Top,RJC,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,0.58,-0.94
Bet Bottom & Top,RJC,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.74,-1.16
Bet Bottom & Top,RJC,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.28,-1.19
Bet Bottom & Top,RJC,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.2,-1.17
Bet Bottom & Top,RKB,Daily,Daily_Average_Staff_Absence,D1,-0.76,0.58
Bet Bottom & Top,RJ1,Daily,Daily_Average_Staff_Absence,D1,-0.43,1.15
Bet Bottom & Top,RKB,Daily,Arriving_by_ambulance,D2,-1.65,0.02
Bet Bottom & Top,RJ1,Daily,Arriving_by_ambulance,D2,1.42,-0.19
Bet Bottom & Top,RKB,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-1.03,-0.25
Bet Bottom & Top,RJ1,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,1.29,-0.52
Bet Bottom & Top,RKB,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,0.17,0.69
Bet Bottom & Top,RJ1,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,0,-0.37
Bet Bottom & Top,RKB,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.1,0.52
Bet Bottom & Top,RJ1,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.43,0.55
Bet Bottom & Top,RKB,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.21,0.58
Bet Bottom & Top,RJ1,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.11,0.61
Bet Bottom & Top,RKB,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.04,0.57
Bet Bottom & Top,RJ1,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.97,0.74
Bet Bottom & Top,RR7,Daily,Daily_Average_Staff_Absence,D1,-0.84,-0.61
Bet Bottom & Top,RJ2,Daily,Daily_Average_Staff_Absence,D1,-0.4,-0.48
Bet Bottom & Top,RR7,Daily,Arriving_by_ambulance,D2,0.87,-1
Bet Bottom & Top,RJ2,Daily,Arriving_by_ambulance,D2,1.32,1.29
Bet Bottom & Top,RR7,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.9,-0.61
Bet Bottom & Top,RJ2,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.41,0.06
Bet Bottom & Top,RR7,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-1.17,-0.64
Bet Bottom & Top,RJ2,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.07,0.65
Bet Bottom & Top,RR7,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.55,-0.74
Bet Bottom & Top,RJ2,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.56,0.71
Bet Bottom & Top,RR7,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.59,-0.68
Bet Bottom & Top,RJ2,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.56,0.78
Bet Bottom & Top,RR7,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.57,-0.64
Bet Bottom & Top,RJ2,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.03,0.83
Bet Bottom & Top,RNN,Daily,Daily_Average_Staff_Absence,D1,-1.2,-0.36
Bet Bottom & Top,RJ6,Daily,Daily_Average_Staff_Absence,D1,-0.83,-0.89
Bet Bottom & Top,RNN,Daily,Arriving_by_ambulance,D2,0.73,-0.41
Bet Bottom & Top,RJ6,Daily,Arriving_by_ambulance,D2,0.75,-0.31
Bet Bottom & Top,RNN,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.52,-0.5
Bet Bottom & Top,RJ6,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-1.08,-0.53
Bet Bottom & Top,RNN,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.18,0.16
Bet Bottom & Top,RJ6,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.82,-0.88
Bet Bottom & Top,RNN,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.68,-0.4
Bet Bottom & Top,RJ6,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.38,-0.59
Bet Bottom & Top,RNN,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.65,-0.35
Bet Bottom & Top,RJ6,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.21,-0.43
Bet Bottom & Top,RNN,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.12,-0.29
Bet Bottom & Top,RJ6,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.72,-0.31
Top 10%,RTF,Daily,Daily_Average_Staff_Absence,D1,-1.16,0.05
Top 10%,RJ7,Daily,Daily_Average_Staff_Absence,D1,-0.67,-0.2
Top 10%,RTF,Daily,Arriving_by_ambulance,D2,0.58,-0.24
Top 10%,RJ7,Daily,Arriving_by_ambulance,D2,0.7,-0.52
Top 10%,RTF,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.49,-0.58
Top 10%,RJ7,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.84,-0.42
Top 10%,RTF,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.36,-0.62
Top 10%,RJ7,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-1.26,0.08
Top 10%,RTF,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.51,0.01
Top 10%,RJ7,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.08,0
Top 10%,RTF,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.21,0.12
Top 10%,RJ7,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.07,0.05
Top 10%,RTF,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.89,0.16
Top 10%,RJ7,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.89,0.1
Bet Bottom & Top,RTD,Daily,Daily_Average_Staff_Absence,D1,-0.84,1.71
Bet Bottom & Top,RTD,Daily,Arriving_by_ambulance,D2,0.81,0.09
Bet Bottom & Top,RTD,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.36,-0.67
Bet Bottom & Top,RTD,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.53,-0.01
Bet Bottom & Top,RTD,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.12,1.39
Bet Bottom & Top,RTD,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.84,1.04
Bet Bottom & Top,RTD,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.94,1.57
Bet Bottom & Top,RJE,Daily,Daily_Average_Staff_Absence,D1,-0.69,1.1
Bet Bottom & Top,RJE,Daily,Arriving_by_ambulance,D2,-0.27,0.3
Bet Bottom & Top,RJE,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.68,0.75
Bet Bottom & Top,RJE,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.45,-0.2
Bet Bottom & Top,RJE,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.1,0.87
Bet Bottom & Top,RJE,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.34,0.51
Bet Bottom & Top,RJE,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.48,0.23
Bet Bottom & Top,RJL,Daily,Daily_Average_Staff_Absence,D1,-1.08,-0.42
Bet Bottom & Top,RJL,Daily,Arriving_by_ambulance,D2,0.87,0.02
Bet Bottom & Top,RJL,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.68,0.91
Bet Bottom & Top,RJL,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.29,-0.58
Bet Bottom & Top,RJL,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.24,-0.74
Bet Bottom & Top,RJL,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.73,-0.82
Top 10%,RQX,Daily,Daily_Average_Staff_Absence,D1,-0.59,-0.92
Top 10%,RQX,Daily,Arriving_by_ambulance,D2,-1.51,-1.21
Top 10%,RQX,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-1.06,-0.69
Top 10%,RQX,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,0.47,-1.04
Top 10%,RQX,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.21,-1.38
Top 10%,RQX,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.58,-1.31
Top 10%,RQX,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.47,-1.24
Bet Bottom & Top,RTE,Daily,Daily_Average_Staff_Absence,D1,-0.88,-0.36
Bet Bottom & Top,RTE,Daily,Arriving_by_ambulance,D2,1.1,0.44
Bet Bottom & Top,RTE,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.56,1.55
Bet Bottom & Top,RTE,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,0.32,1.14
Bet Bottom & Top,RTE,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.21,0.26
Bet Bottom & Top,RTE,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.42,0.3
Bet Bottom & Top,RTE,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.39,0.41
Bet Bottom & Top,RMC,Daily,Daily_Average_Staff_Absence,D1,-0.9,-0.37
Bet Bottom & Top,RJZ,Daily,Daily_Average_Staff_Absence,D1,-0.77,0.13
Bet Bottom & Top,RMC,Daily,Arriving_by_ambulance,D2,0.98,-0.66
Bet Bottom & Top,RJZ,Daily,Arriving_by_ambulance,D2,0.85,1.25
Bet Bottom & Top,RMC,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.75,-0.51
Bet Bottom & Top,RJZ,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.59,-0.06
Bet Bottom & Top,RMC,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.36,-0.24
Bet Bottom & Top,RJZ,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.82,1.33
Bet Bottom & Top,RMC,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.84,-0.46
Bet Bottom & Top,RJZ,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.21,1.3
Bet Bottom & Top,RMC,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,1.52,-0.35
Bet Bottom & Top,RJZ,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.08,1.41
Bet Bottom & Top,RMC,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.68,-0.3
Bet Bottom & Top,RJZ,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.19,1.52
Bet Bottom & Top,RK5,Daily,Daily_Average_Staff_Absence,D1,-1.02,-0.49
Bet Bottom & Top,RK5,Daily,Arriving_by_ambulance,D2,1.6,0.09
Bet Bottom & Top,RK5,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.6,-0.67
Bet Bottom & Top,RK5,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,0.73,-0.3
Bet Bottom & Top,RK5,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.17,-0.35
Bet Bottom & Top,RK5,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.11,-0.4
Bet Bottom & Top,RK5,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.28,-0.43
Bet Bottom & Top,RM3,Daily,Daily_Average_Staff_Absence,D1,-1.23,1.9
Bet Bottom & Top,RM3,Daily,Arriving_by_ambulance,D2,1.4,2.29
Bet Bottom & Top,RM3,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,0.26,0.04
Bet Bottom & Top,RM3,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.05,1.5
Bet Bottom & Top,RM3,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.77,1.61
Bet Bottom & Top,RM3,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.85,1.74
Bet Bottom & Top,RM3,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.53,1.81
Bet Bottom & Top,RMP,Daily,Daily_Average_Staff_Absence,D1,-1.01,-0.68
Bet Bottom & Top,RKE,Daily,Daily_Average_Staff_Absence,D1,-0.94,-0.83
Bet Bottom & Top,RMP,Daily,Arriving_by_ambulance,D2,1.39,-0.83
Bet Bottom & Top,RKE,Daily,Arriving_by_ambulance,D2,0.94,-1.07
Bet Bottom & Top,RMP,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.66,-0.61
Bet Bottom & Top,RKE,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.45,-0.56
Bet Bottom & Top,RMP,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.45,-0.66
Bet Bottom & Top,RKE,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-1.17,-0.88
Bet Bottom & Top,RMP,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.15,-0.88
Bet Bottom & Top,RKE,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.1,-1.25
Bet Bottom & Top,RMP,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0,-0.83
Bet Bottom & Top,RKE,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.32,-1.13
Bet Bottom & Top,RMP,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.09,-0.77
Bet Bottom & Top,RKE,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.54,-1.01
Bet Bottom & Top,RRF,Daily,Daily_Average_Staff_Absence,D1,-1.12,-0.06
Bet Bottom & Top,RL4,Daily,Daily_Average_Staff_Absence,D1,-1.07,-0.01
Bet Bottom & Top,RRF,Daily,Arriving_by_ambulance,D2,1.63,-0.78
Bet Bottom & Top,RL4,Daily,Arriving_by_ambulance,D2,-0.72,0.16
Bet Bottom & Top,RRF,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.84,-0.43
Bet Bottom & Top,RL4,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.69,-0.44
Bet Bottom & Top,RRF,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.69,-0.07
Bet Bottom & Top,RL4,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.78,-0.9
Bet Bottom & Top,RRF,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,1.52,-0.86
Bet Bottom & Top,RL4,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.34,-0.24
Bet Bottom & Top,RRF,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,1.7,-0.79
Bet Bottom & Top,RL4,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.44,-0.45
Bet Bottom & Top,RRF,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.71,-0.73
Bet Bottom & Top,RL4,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.61,-0.58
Bet Bottom & Top,RN5,Daily,Daily_Average_Staff_Absence,D1,-0.67,0.06
Bet Bottom & Top,RLQ,Daily,Daily_Average_Staff_Absence,D1,-0.06,-0.68
Bet Bottom & Top,RN5,Daily,Arriving_by_ambulance,D2,1.26,0.09
Bet Bottom & Top,RLQ,Daily,Arriving_by_ambulance,D2,-0.51,-1.11
Bet Bottom & Top,RN5,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.5,-0.55
Bet Bottom & Top,RLQ,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.82,-0.61
Bet Bottom & Top,RN5,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.58,0.25
Bet Bottom & Top,RLQ,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,0.14,-0.96
Bet Bottom & Top,RN5,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,1.39,0.03
Bet Bottom & Top,RLQ,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.93,-1.21
Bet Bottom & Top,RN5,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,1.53,0
Bet Bottom & Top,RLQ,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.05,-1.15
Bet Bottom & Top,RN5,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.38,-0.09
Bet Bottom & Top,RLQ,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.5,-1.06
Bet Bottom & Top,RM1,Daily,Daily_Average_Staff_Absence,D1,-1.14,-0.02
Bet Bottom & Top,RM1,Daily,Arriving_by_ambulance,D2,1.5,0.04
Bet Bottom & Top,RM1,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,1.22,4.16
Bet Bottom & Top,RM1,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-1.49,0.8
Bet Bottom & Top,RM1,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.03,0.33
Bet Bottom & Top,RM1,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.13,0.29
Bet Bottom & Top,RM1,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.13,0.27
Bet Bottom & Top,RQW,Daily,Daily_Average_Staff_Absence,D1,-0.94,-0.95
Bet Bottom & Top,RQW,Daily,Arriving_by_ambulance,D2,0.8,-1.14
Bet Bottom & Top,RQW,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,1.53,0.59
Bet Bottom & Top,RQW,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.17,-0.79
Bet Bottom & Top,RQW,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.74,-1.02
Bet Bottom & Top,RQW,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.65,-1.01
Bet Bottom & Top,RQW,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.48,-1.04
Bottom 10%,RTG,Daily,Daily_Average_Staff_Absence,D1,-0.24,1.55
Bottom 10%,RTG,Daily,Arriving_by_ambulance,D2,1.05,1.39
Bottom 10%,RTG,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.4,0.39
Bottom 10%,RTG,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.38,0.04
Bottom 10%,RTG,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.29,0.77
Bottom 10%,RTG,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.23,0.46
Bottom 10%,RTG,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.03,0.28
Top 10%,RN7,Daily,Daily_Average_Staff_Absence,D1,-0.66,-0.96
Top 10%,RN7,Daily,Arriving_by_ambulance,D2,-0.22,-0.62
Top 10%,RN7,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-1,-0.68
Top 10%,RN7,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.55,-0.92
Top 10%,RN7,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.13,-0.53
Top 10%,RN7,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.09,-0.57
Top 10%,RN7,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.26,-0.58
Bet Bottom & Top,RPA,Daily,Daily_Average_Staff_Absence,D1,0.2,-0.91
Bet Bottom & Top,RPA,Daily,Arriving_by_ambulance,D2,-0.58,0.04
Bet Bottom & Top,RNA,Daily,Daily_Average_Staff_Absence,D1,-0.15,-0.32
Bet Bottom & Top,RPA,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.74,-0.69
Bet Bottom & Top,RNA,Daily,Arriving_by_ambulance,D2,-1.51,-0.1
Bet Bottom & Top,RPA,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.85,-0.71
Bet Bottom & Top,RNA,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.7,-0.31
Bet Bottom & Top,RPA,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.07,-0.56
Bet Bottom & Top,RNA,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-1.73,-0.75
Bet Bottom & Top,RPA,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.02,-0.6
Bet Bottom & Top,RNA,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.82,-0.54
Bet Bottom & Top,RPA,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.33,-0.62
Bet Bottom & Top,RNA,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.21,-0.63
Bet Bottom & Top,RNA,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.7,-0.72
Bet Bottom & Top,RNS,Daily,Daily_Average_Staff_Absence,D1,-0.26,-0.53
Bet Bottom & Top,RNS,Daily,Arriving_by_ambulance,D2,1.21,-0.19
Bet Bottom & Top,RNS,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.6,-0.25
Bet Bottom & Top,RNS,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.84,0.33
Bet Bottom & Top,RNS,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,1.43,-0.06
Bet Bottom & Top,RNS,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.98,-0.01
Bet Bottom & Top,RRV,Daily,Arriving_by_ambulance,D2,0.98,-1
Bet Bottom & Top,RNS,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.05,-0.03
Bet Bottom & Top,RRV,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,0.58,-0.63
Bet Bottom & Top,RRV,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.26,-0.73
Bet Bottom & Top,RRV,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.93,-0.3
Bet Bottom & Top,RRV,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.44,-0.2
Bet Bottom & Top,RRV,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.03,-0.15
Bet Bottom & Top,RP5,Daily,Daily_Average_Staff_Absence,D1,-1.02,0.23
Bet Bottom & Top,RP5,Daily,Arriving_by_ambulance,D2,1.22,0.47
Bet Bottom & Top,RP5,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.73,-0.29
Bet Bottom & Top,RP5,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,0.65,-0.16
Bet Bottom & Top,RP5,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.18,-0.22
Bet Bottom & Top,RP5,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,1.11,-0.26
Bet Bottom & Top,RP5,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.72,-0.31
Bet Bottom & Top,RR8,Daily,Daily_Average_Staff_Absence,D1,-0.83,2.7
Bet Bottom & Top,RR8,Daily,Arriving_by_ambulance,D2,0.45,1.96
Bet Bottom & Top,RR8,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.64,-0.67
Bet Bottom & Top,RR8,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-1.13,2.94
Bet Bottom & Top,RR8,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,1.12,3.02
Bet Bottom & Top,RR8,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,1.35,3.46
Bet Bottom & Top,RR8,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.48,3.8
Bet Bottom & Top,RTK,Daily,Daily_Average_Staff_Absence,D1,-1.46,-0.75
Bet Bottom & Top,RTK,Daily,Arriving_by_ambulance,D2,-0.3,-0.45
Bet Bottom & Top,RTK,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.49,-0.66
Bet Bottom & Top,RTK,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.58,-1.17
Bet Bottom & Top,RTK,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.94,-1.09
Bet Bottom & Top,RTK,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.13,-1.12
Bet Bottom & Top,RTK,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.24,-1.09
Bet Bottom & Top,RTP,Daily,Daily_Average_Staff_Absence,D1,-0.49,-0.46
Bet Bottom & Top,RTP,Daily,Arriving_by_ambulance,D2,0.51,-0.22
Bet Bottom & Top,RTP,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.69,-0.6
Bet Bottom & Top,RTP,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-1.02,0.4
Bet Bottom & Top,RTP,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.43,0.07
Bet Bottom & Top,RTP,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.33,0.14
Bet Bottom & Top,RTP,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.45,0.18
Bet Bottom & Top,RTR,Daily,Daily_Average_Staff_Absence,D1,-1.25,-0.07
Bet Bottom & Top,RTR,Daily,Arriving_by_ambulance,D2,0.45,-0.55
Bet Bottom & Top,RTR,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.05,-0.18
Bet Bottom & Top,RTR,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,0.79,-0.32
Bet Bottom & Top,RTR,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.12,0.46
Bet Bottom & Top,RTR,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.63,0.58
Bet Bottom & Top,RTR,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.03,0.7
Bet Bottom & Top,RTX,Daily,Daily_Average_Staff_Absence,D1,-1.14,0.07
Bet Bottom & Top,RTX,Daily,Arriving_by_ambulance,D2,1.18,-0.45
Bet Bottom & Top,RTX,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.2,-0.4
Bet Bottom & Top,RTX,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.68,0.06
Bet Bottom & Top,RTX,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.12,-0.49
